Order_ID,Order_Date,Region,Category,Product,Customer_Segment,Ship_Mode,Quantity,Discount,Sales,Profit
ORD-3881,2025-01-16,South,Stationery,Desk Organizer,Corporate,Standard,3,0.0,64.97,20.23
ORD-3882,2025-01-16,North,Furniture,Bookshelf,Consumer,Standard,1,0.1,148.83,12.22
ORD-3883,2025-01-16,South,Electronics,Laptop,Consumer,Standard,2,0.0,974.75,200.96
ORD-3884,2025-01-16,South,Clothing,Cap,Corporate,Standard,6,0.05,228.63,63.03
ORD-3885,2025-01-16,North,Stationery,Notebook,Corporate,Standard,5,0.0,215.74,82.81
ORD-3886,2025-01-17,South,Electronics,Tablet,Consumer,Same Day,2,0.0,1535.93,240.37
ORD-3887,2025-01-17,East,Electronics,Tablet,Consumer,Express,5,0.1,4018.77,347.53
ORD-3888,2025-01-17,Central,Electronics,Laptop,Consumer,Standard,2,0.0,1302.71,197.07
ORD-3889,2025-01-17,Central,Clothing,Sneakers,Small Business,Standard,1,0.1,32.83,8.07
ORD-3890,2025-01-17,South,Clothing,Sneakers,Consumer,Standard,7,0.0,342.85,53.65
ORD-3891,2025-01-17,West,Clothing,Sneakers,Consumer,Express,5,0.0,395.41,119.99
ORD-3892,2025-01-17,North,Furniture,Sofa,Consumer,Standard,7,0.15,367.64,4.99
ORD-3893,2025-01-18,North,Stationery,Desk Organizer,Consumer,Same Day,4,0.0,84.01,27.97
ORD-3894,2025-01-18,South,Groceries,Coffee,Corporate,Standard,1,0.0,33.4,5.83
ORD-3895,2025-01-18,North,Clothing,T-Shirt,Consumer,Express,6,0.15,443.2,80.73
ORD-3896,2025-01-19,Central,Furniture,Desk,Consumer,Express,1,0.0,418.62,55.05
ORD-3897,2025-01-19,South,Furniture,Dining Table,Corporate,Express,5,0.0,2209.62,195.88
ORD-3898,2025-01-19,Central,Clothing,Jacket,Consumer,Standard,7,0.0,266.77,61.43
ORD-3899,2025-01-19,East,Electronics,Laptop,Consumer,Express,5,0.15,777.63,81.78
ORD-3900,2025-01-19,South,Electronics,Smartwatch,Consumer,Standard,5,0.05,1627.05,196.94
ORD-3901,2025-01-19,East,Clothing,Jeans,Corporate,Express,6,0.0,177.37,50.18
ORD-3902,2025-01-19,North,Clothing,Jeans,Consumer,Standard,1,0.0,45.05,10.7
ORD-3903,2025-01-20,West,Groceries,Juice,Corporate,Standard,1,0.1,25.84,3.33
ORD-3904,2025-01-20,North,Clothing,Cap,Consumer,Standard,4,0.05,78.33,19.91
ORD-3905,2025-01-20,East,Electronics,Smartphone,Consumer,Express,5,0.1,1012.36,120.74
ORD-3906,2025-01-20,West,Electronics,Tablet,Corporate,Standard,5,0.0,504.87,86.76
ORD-3907,2025-01-20,West,Stationery,Notebook,Consumer,Standard,5,0.05,109.05,35.72
ORD-3908,2025-01-20,North,Groceries,Juice,Consumer,Standard,3,0.15,59.15,9.79
ORD-3909,2025-01-21,North,Stationery,Marker Pack,Consumer,Standard,5,0.15,54.19,17.6
ORD-3910,2025-01-21,Central,Clothing,Cap,Consumer,Standard,3,0.0,137.57,35.38
ORD-3911,2025-01-21,Central,Clothing,Cap,Consumer,Standard,6,0.05,352.58,62.56
ORD-3912,2025-01-21,Central,Furniture,Office Chair,Small Business,Standard,4,0.0,1769.56,238.0
ORD-3913,2025-01-21,West,Stationery,Desk Organizer,Consumer,Standard,7,0.1,97.0,33.36
ORD-3914,2025-01-21,South,Stationery,Marker Pack,Consumer,Same Day,5,0.1,147.03,40.01
ORD-3915,2025-01-21,West,Groceries,Spices,Corporate,Standard,4,0.05,21.68,3.62
ORD-3916,2025-01-21,West,Electronics,Smartphone,Corporate,Standard,3,0.1,655.31,87.16
ORD-3917,2025-01-21,North,Stationery,Notebook,Consumer,Standard,2,0.15,12.91,3.36
ORD-3918,2025-01-22,North,Electronics,Smartwatch,Consumer,Standard,4,0.0,2196.86,314.41
ORD-3919,2025-01-22,South,Clothing,Jeans,Consumer,Standard,1,0.05,58.75,11.34
ORD-3920,2025-01-22,South,Clothing,T-Shirt,Small Business,Standard,4,0.0,345.7,65.14
ORD-3921,2025-01-22,Central,Clothing,Sneakers,Small Business,Standard,3,0.0,219.31,76.21
ORD-3922,2025-01-22,West,Stationery,Notebook,Consumer,Standard,7,0.0,256.19,85.92
ORD-3923,2025-01-23,South,Clothing,Jacket,Corporate,Express,4,0.1,218.1,66.77
ORD-3924,2025-01-23,South,Stationery,Backpack,Corporate,Standard,6,0.0,358.02,95.97
ORD-3925,2025-01-23,East,Stationery,Marker Pack,Consumer,Standard,2,0.0,44.39,15.45
ORD-3926,2025-01-23,South,Clothing,Sneakers,Consumer,Standard,3,0.0,128.29,23.64
ORD-3927,2025-01-23,North,Furniture,Sofa,Consumer,Standard,1,0.05,193.46,10.45
ORD-3928,2025-01-23,Central,Electronics,Tablet,Corporate,Standard,1,0.0,130.65,28.23
ORD-3929,2025-01-23,East,Clothing,Jeans,Consumer,Express,5,0.0,123.85,19.66
ORD-3930,2025-01-23,West,Stationery,Marker Pack,Consumer,Standard,2,0.15,11.02,2.34
ORD-3931,2025-01-23,East,Stationery,Desk Organizer,Small Business,Standard,6,0.05,250.68,62.66
ORD-3932,2025-01-23,Central,Stationery,Backpack,Small Business,Standard,1,0.05,42.34,12.64
ORD-3933,2025-01-24,East,Clothing,Cap,Consumer,Express,4,0.1,55.74,8.72
ORD-3934,2025-01-24,East,Stationery,Pen Set,Small Business,Standard,1,0.1,47.5,16.12
ORD-3935,2025-01-24,East,Electronics,Tablet,Corporate,Express,2,0.05,959.15,69.2
ORD-3936,2025-01-24,South,Groceries,Coffee,Consumer,Standard,5,0.1,139.93,12.09
ORD-3937,2025-01-24,Central,Furniture,Desk,Small Business,Express,3,0.05,1194.39,114.13
ORD-3938,2025-01-24,West,Groceries,Spices,Corporate,Standard,6,0.1,35.08,6.2
ORD-3939,2025-01-24,East,Stationery,Notebook,Consumer,Standard,5,0.2,62.44,14.65
ORD-3940,2025-01-24,South,Groceries,Juice,Small Business,Standard,4,0.1,21.29,3.82
ORD-3941,2025-01-24,North,Furniture,Dining Table,Consumer,Standard,4,0.05,366.37,24.55
ORD-3942,2025-01-24,East,Groceries,Cereal,Consumer,Express,2,0.1,29.05,2.96
ORD-3943,2025-01-25,North,Electronics,Smartphone,Consumer,Express,1,0.15,424.69,69.16
ORD-3944,2025-01-25,South,Furniture,Sofa,Consumer,Same Day,4,0.0,795.07,61.64
ORD-3945,2025-01-25,North,Groceries,Coffee,Small Business,Same Day,7,0.05,22.75,2.68
ORD-3946,2025-01-25,Central,Electronics,Tablet,Consumer,Standard,6,0.05,3782.82,680.53
ORD-3947,2025-01-25,South,Furniture,Desk,Corporate,Standard,5,0.0,1696.66,128.0
ORD-3948,2025-01-25,Central,Electronics,Smartphone,Consumer,Same Day,1,0.1,311.3,40.6
ORD-3949,2025-01-26,South,Stationery,Pen Set,Small Business,Standard,1,0.0,32.65,11.8
ORD-3950,2025-01-26,West,Groceries,Snack Pack,Consumer,Standard,3,0.05,48.0,10.97
ORD-3951,2025-01-26,West,Furniture,Dining Table,Consumer,Express,6,0.05,2687.29,134.72
ORD-3952,2025-01-26,West,Electronics,Laptop,Consumer,Express,4,0.2,2774.72,341.99
ORD-3953,2025-01-26,West,Stationery,Desk Organizer,Consumer,Standard,2,0.0,59.48,18.13
ORD-3954,2025-01-26,North,Groceries,Spices,Consumer,Standard,6,0.05,142.53,30.22
ORD-3955,2025-01-26,North,Groceries,Spices,Consumer,Standard,1,0.1,25.29,3.87
ORD-3956,2025-01-26,West,Clothing,Cap,Consumer,Standard,6,0.15,456.68,82.15
ORD-3957,2025-01-27,East,Clothing,Jacket,Corporate,Same Day,3,0.0,177.19,32.87
ORD-3958,2025-01-27,North,Groceries,Coffee,Corporate,Standard,4,0.05,67.32,9.08
ORD-3959,2025-01-27,West,Electronics,Smartwatch,Consumer,Standard,5,0.0,2781.16,337.37
ORD-3960,2025-01-27,North,Stationery,Marker Pack,Corporate,Standard,7,0.0,328.54,99.06
ORD-3961,2025-01-27,West,Electronics,Laptop,Consumer,Standard,5,0.05,3819.63,620.02
ORD-3962,2025-01-27,East,Electronics,Smartwatch,Corporate,Standard,5,0.1,3573.22,365.04
ORD-3963,2025-01-27,West,Clothing,Jacket,Corporate,Standard,7,0.15,364.09,38.74
ORD-3964,2025-01-27,West,Clothing,Jeans,Consumer,Express,5,0.05,170.22,30.11
ORD-3965,2025-01-27,South,Clothing,Jacket,Corporate,Express,2,0.1,131.59,39.75
ORD-3966,2025-01-28,West,Stationery,Marker Pack,Consumer,Standard,2,0.05,31.99,10.92
ORD-3967,2025-01-28,East,Stationery,Notebook,Consumer,Express,7,0.05,186.81,57.54
ORD-3968,2025-01-28,North,Stationery,Marker Pack,Consumer,Standard,6,0.1,247.92,83.98
ORD-3969,2025-01-28,Central,Electronics,Headphones,Consumer,Same Day,2,0.15,478.92,67.84
ORD-3970,2025-01-28,West,Electronics,Tablet,Small Business,Standard,6,0.0,848.24,112.49
ORD-3971,2025-01-28,West,Electronics,Tablet,Consumer,Same Day,4,0.1,2569.65,297.44
ORD-3972,2025-01-29,Central,Stationery,Marker Pack,Small Business,Standard,4,0.1,208.55,45.62
ORD-3973,2025-01-29,South,Furniture,Office Chair,Small Business,Standard,1,0.05,168.06,22.29
ORD-3974,2025-01-29,South,Stationery,Backpack,Small Business,Standard,4,0.1,19.02,3.97
ORD-3975,2025-01-29,East,Furniture,Dining Table,Consumer,Same Day,1,0.05,100.22,3.87
ORD-3976,2025-01-30,East,Groceries,Juice,Corporate,Standard,1,0.0,19.48,3.85
ORD-3977,2025-01-30,South,Furniture,Dining Table,Consumer,Standard,4,0.1,792.9,83.8
ORD-3978,2025-01-30,North,Furniture,Bookshelf,Consumer,Express,2,0.1,412.89,34.14
ORD-3979,2025-01-30,West,Clothing,Jacket,Consumer,Standard,6,0.0,282.83,85.99
ORD-3980,2025-01-30,West,Clothing,Sneakers,Consumer,Standard,6,0.0,463.56,129.95
ORD-3981,2025-01-30,North,Electronics,Smartphone,Consumer,Standard,5,0.15,3667.01,487.19
ORD-3982,2025-01-30,East,Groceries,Snack Pack,Consumer,Express,3,0.05,75.51,17.12
ORD-3983,2025-01-31,North,Furniture,Sofa,Consumer,Standard,3,0.05,177.75,6.53
ORD-3984,2025-01-31,West,Furniture,Desk,Consumer,Standard,1,0.05,425.17,23.18
ORD-3985,2025-01-31,West,Furniture,Dining Table,Corporate,Express,1,0.0,287.05,23.21
ORD-3986,2025-01-31,North,Electronics,Headphones,Corporate,Standard,6,0.0,3459.96,686.18
ORD-3987,2025-01-31,North,Furniture,Dining Table,Corporate,Standard,4,0.0,742.28,78.54
ORD-3988,2025-01-31,North,Groceries,Snack Pack,Consumer,Express,2,0.05,26.46,5.66
ORD-3989,2025-01-31,West,Furniture,Desk,Corporate,Standard,4,0.05,1469.7,231.93
ORD-3990,2025-01-31,West,Clothing,Cap,Corporate,Standard,5,0.1,105.07,14.97
ORD-3991,2025-01-31,West,Furniture,Dining Table,Consumer,Same Day,6,0.0,653.15,80.91
ORD-3992,2025-02-01,West,Stationery,Backpack,Corporate,Standard,5,0.15,250.51,58.33
ORD-3993,2025-02-01,East,Groceries,Cereal,Corporate,Express,2,0.2,14.83,0.89
ORD-3994,2025-02-01,South,Groceries,Juice,Corporate,Same Day,6,0.0,65.23,15.17
ORD-3995,2025-02-01,North,Electronics,Tablet,Corporate,Express,1,0.05,733.8,91.04
ORD-3996,2025-02-01,West,Stationery,Pen Set,Corporate,Standard,5,0.0,218.23,85.17
ORD-3997,2025-02-01,West,Furniture,Bookshelf,Corporate,Standard,7,0.1,2551.31,361.41
ORD-3998,2025-02-01,East,Clothing,Jeans,Consumer,Same Day,6,0.15,276.76,42.44
ORD-3999,2025-02-02,North,Groceries,Spices,Consumer,Express,5,0.0,57.73,9.0
ORD-4000,2025-02-02,West,Clothing,Sneakers,Consumer,Standard,6,0.0,342.62,89.58
ORD-4001,2025-02-02,North,Stationery,Pen Set,Corporate,Same Day,3,0.2,13.93,1.98
ORD-4002,2025-02-02,Central,Electronics,Tablet,Consumer,Standard,3,0.05,2329.49,323.37
ORD-4003,2025-02-02,West,Electronics,Smartwatch,Corporate,Standard,2,0.05,608.04,54.44
ORD-4004,2025-02-02,North,Stationery,Desk Organizer,Consumer,Express,3,0.0,20.82,7.91
ORD-4005,2025-02-02,Central,Furniture,Sofa,Corporate,Same Day,2,0.15,318.56,37.43
ORD-4006,2025-02-02,North,Electronics,Tablet,Corporate,Standard,5,0.0,2210.62,341.22
ORD-4007,2025-02-03,East,Electronics,Laptop,Corporate,Standard,2,0.2,439.42,40.8
ORD-4008,2025-02-03,Central,Clothing,Jeans,Corporate,Standard,4,0.0,133.34,39.66
ORD-4009,2025-02-03,East,Electronics,Laptop,Corporate,Express,4,0.1,2447.41,153.9
ORD-4010,2025-02-03,North,Furniture,Bookshelf,Consumer,Standard,3,0.05,1153.82,77.61
ORD-4011,2025-02-04,North,Groceries,Spices,Consumer,Standard,5,0.05,67.48,6.98
ORD-4012,2025-02-04,North,Clothing,T-Shirt,Corporate,Express,7,0.05,137.64,44.76
ORD-4013,2025-02-04,Central,Furniture,Desk,Corporate,Standard,1,0.0,379.72,44.78
ORD-4014,2025-02-04,West,Electronics,Tablet,Corporate,Same Day,2,0.05,361.59,63.6
ORD-4015,2025-02-04,North,Electronics,Smartphone,Corporate,Standard,3,0.1,975.28,124.93
ORD-4016,2025-02-04,South,Stationery,Pen Set,Corporate,Express,5,0.05,118.39,38.52
ORD-4017,2025-02-05,North,Groceries,Juice,Consumer,Standard,1,0.1,28.93,5.76
ORD-4018,2025-02-05,South,Stationery,Marker Pack,Corporate,Standard,1,0.1,43.86,11.51
ORD-4019,2025-02-05,East,Furniture,Dining Table,Corporate,Standard,2,0.05,265.3,22.25
ORD-4020,2025-02-05,North,Groceries,Spices,Consumer,Standard,1,0.0,7.41,1.13
ORD-4021,2025-02-05,East,Clothing,Jeans,Consumer,Express,3,0.0,153.5,35.54
ORD-4022,2025-02-05,East,Groceries,Coffee,Consumer,Standard,6,0.1,119.73,9.96
ORD-4023,2025-02-05,South,Furniture,Office Chair,Consumer,Express,2,0.1,182.08,12.73
ORD-4024,2025-02-05,Central,Furniture,Sofa,Consumer,Standard,5,0.0,1906.9,229.92
ORD-4025,2025-02-05,West,Groceries,Snack Pack,Small Business,Standard,5,0.05,59.41,8.47
ORD-4026,2025-02-05,South,Groceries,Cereal,Corporate,Same Day,4,0.0,120.35,14.04
ORD-4027,2025-02-05,North,Clothing,Cap,Corporate,Express,1,0.05,56.28,15.13
ORD-4028,2025-02-06,North,Groceries,Juice,Consumer,Standard,5,0.0,115.69,18.17
ORD-4029,2025-02-06,South,Furniture,Office Chair,Consumer,Express,4,0.0,1502.49,244.02
ORD-4030,2025-02-06,North,Clothing,Sneakers,Small Business,Standard,5,0.05,227.02,58.64
ORD-4031,2025-02-06,East,Clothing,Jacket,Small Business,Same Day,3,0.1,49.83,5.99
ORD-4032,2025-02-06,East,Groceries,Juice,Small Business,Standard,2,0.05,21.09,3.43
ORD-4033,2025-02-06,South,Electronics,Laptop,Corporate,Standard,2,0.1,1279.38,147.32
ORD-4034,2025-02-06,Central,Groceries,Juice,Consumer,Standard,1,0.05,31.16,7.27
ORD-4035,2025-02-06,North,Clothing,Jeans,Consumer,Standard,2,0.0,84.32,26.13
ORD-4036,2025-02-06,West,Electronics,Smartphone,Consumer,Express,5,0.1,3145.18,277.76
ORD-4037,2025-02-07,East,Stationery,Desk Organizer,Corporate,Express,1,0.1,51.38,15.56
ORD-4038,2025-02-07,South,Electronics,Smartwatch,Consumer,Standard,4,0.2,1299.04,164.22
ORD-4039,2025-02-07,West,Groceries,Cereal,Consumer,Standard,6,0.15,160.87,21.2
ORD-4040,2025-02-07,North,Stationery,Desk Organizer,Consumer,Standard,3,0.15,39.02,7.3
ORD-4041,2025-02-07,South,Groceries,Spices,Consumer,Standard,3,0.15,88.63,17.02
ORD-4042,2025-02-07,North,Electronics,Smartwatch,Consumer,Standard,7,0.0,959.91,133.47
ORD-4043,2025-02-08,West,Furniture,Desk,Corporate,Standard,3,0.05,439.35,49.37
ORD-4044,2025-02-08,Central,Electronics,Laptop,Corporate,Express,2,0.0,520.07,93.25
ORD-4045,2025-02-08,West,Furniture,Desk,Consumer,Standard,1,0.15,146.1,12.72
ORD-4046,2025-02-09,West,Groceries,Juice,Corporate,Standard,1,0.0,31.12,6.49
ORD-4047,2025-02-09,West,Groceries,Cereal,Consumer,Standard,7,0.0,256.45,48.63
ORD-4048,2025-02-09,South,Stationery,Pen Set,Consumer,Same Day,1,0.0,37.51,9.6
ORD-4049,2025-02-09,West,Clothing,Sneakers,Consumer,Express,6,0.0,188.0,56.76
ORD-4050,2025-02-09,East,Stationery,Desk Organizer,Small Business,Standard,7,0.0,45.7,14.72
ORD-4051,2025-02-10,South,Electronics,Tablet,Consumer,Express,2,0.05,1474.11,230.14
ORD-4052,2025-02-10,North,Clothing,T-Shirt,Consumer,Standard,5,0.0,306.47,65.04
ORD-4053,2025-02-10,West,Groceries,Juice,Small Business,Standard,4,0.1,66.08,10.19
ORD-4054,2025-02-10,North,Clothing,T-Shirt,Small Business,Express,3,0.2,185.36,53.14
ORD-4055,2025-02-10,Central,Groceries,Snack Pack,Consumer,Standard,2,0.1,35.57,2.51
ORD-4056,2025-02-10,South,Stationery,Pen Set,Consumer,Express,3,0.1,155.04,47.18
ORD-4057,2025-02-11,North,Groceries,Spices,Consumer,Same Day,1,0.05,6.64,1.15
ORD-4058,2025-02-11,West,Furniture,Bookshelf,Consumer,Standard,6,0.1,390.44,20.44
ORD-4059,2025-02-11,South,Stationery,Pen Set,Corporate,Standard,3,0.05,99.76,25.51
ORD-4060,2025-02-11,East,Stationery,Pen Set,Consumer,Standard,5,0.0,52.71,16.06
ORD-4061,2025-02-11,North,Clothing,Cap,Consumer,Standard,2,0.05,154.6,47.79
ORD-4062,2025-02-11,West,Furniture,Desk,Consumer,Express,2,0.15,787.25,42.57
ORD-4063,2025-02-11,West,Furniture,Sofa,Corporate,Standard,3,0.15,1119.13,110.74
ORD-4064,2025-02-11,North,Stationery,Pen Set,Corporate,Standard,4,0.0,88.75,29.29
ORD-4065,2025-02-12,South,Groceries,Snack Pack,Small Business,Standard,1,0.05,26.68,5.4
ORD-4066,2025-02-12,South,Stationery,Pen Set,Consumer,Express,7,0.05,40.11,9.4
ORD-4067,2025-02-12,East,Electronics,Laptop,Consumer,Standard,7,0.15,4610.47,270.35
ORD-4068,2025-02-12,Central,Stationery,Marker Pack,Consumer,Standard,5,0.0,89.63,20.71
ORD-4069,2025-02-12,West,Electronics,Tablet,Consumer,Express,1,0.05,596.75,63.75
ORD-4070,2025-02-12,East,Stationery,Backpack,Consumer,Standard,3,0.1,64.08,11.99
ORD-4071,2025-02-12,South,Furniture,Sofa,Consumer,Express,5,0.2,617.45,38.17
ORD-4072,2025-02-12,North,Electronics,Headphones,Small Business,Express,4,0.0,873.76,135.87
ORD-4073,2025-02-12,West,Electronics,Smartphone,Corporate,Express,6,0.1,1991.61,100.86
ORD-4074,2025-02-13,North,Stationery,Desk Organizer,Consumer,Standard,2,0.05,90.82,34.71
ORD-4075,2025-02-13,West,Electronics,Headphones,Consumer,Express,3,0.1,304.36,17.56
ORD-4076,2025-02-13,North,Groceries,Cereal,Corporate,Express,2,0.05,54.75,10.27
ORD-4077,2025-02-13,East,Electronics,Headphones,Consumer,Standard,1,0.05,147.1,16.27
ORD-4078,2025-02-13,Central,Groceries,Spices,Small Business,Express,6,0.05,163.62,33.21
ORD-4079,2025-02-13,East,Stationery,Pen Set,Consumer,Standard,7,0.05,83.12,20.05
ORD-4080,2025-02-14,West,Clothing,T-Shirt,Consumer,Express,5,0.15,347.79,44.13
ORD-4081,2025-02-14,West,Clothing,Jacket,Consumer,Standard,3,0.0,118.78,27.55
ORD-4082,2025-02-14,East,Electronics,Tablet,Consumer,Same Day,6,0.0,2761.58,547.59
ORD-4083,2025-02-15,East,Electronics,Laptop,Consumer,Same Day,6,0.1,1254.69,192.8
ORD-4084,2025-02-15,North,Electronics,Tablet,Consumer,Standard,7,0.1,4268.0,622.45
ORD-4085,2025-02-16,West,Furniture,Desk,Consumer,Express,4,0.0,1669.65,270.51
ORD-4086,2025-02-16,Central,Groceries,Snack Pack,Consumer,Standard,5,0.0,71.84,9.36
ORD-4087,2025-02-17,North,Furniture,Sofa,Consumer,Standard,3,0.15,246.96,10.46
ORD-4088,2025-02-17,North,Furniture,Dining Table,Consumer,Standard,6,0.05,1210.3,195.52
ORD-4089,2025-02-17,West,Electronics,Smartphone,Consumer,Express,5,0.05,1190.54,202.22
ORD-4090,2025-02-17,West,Clothing,T-Shirt,Small Business,Standard,7,0.05,250.25,79.36
ORD-4091,2025-02-17,West,Stationery,Desk Organizer,Corporate,Standard,5,0.15,243.23,74.52
ORD-4092,2025-02-17,East,Stationery,Marker Pack,Consumer,Standard,7,0.15,197.67,58.13
ORD-4093,2025-02-17,East,Electronics,Smartphone,Small Business,Express,3,0.1,442.1,45.07
ORD-4094,2025-02-17,East,Electronics,Smartphone,Small Business,Standard,3,0.1,836.49,78.79
ORD-4095,2025-02-18,East,Groceries,Juice,Consumer,Standard,3,0.05,43.49,9.51
ORD-4096,2025-02-18,North,Clothing,Jacket,Consumer,Express,7,0.1,247.33,38.76
ORD-4097,2025-02-18,North,Electronics,Tablet,Corporate,Standard,3,0.1,1820.78,163.69
ORD-4098,2025-02-18,East,Clothing,Jacket,Consumer,Standard,3,0.15,79.7,23.32
ORD-4099,2025-02-18,South,Electronics,Smartwatch,Corporate,Standard,3,0.2,657.63,29.01
ORD-4100,2025-02-18,North,Groceries,Juice,Consumer,Standard,1,0.0,31.88,5.19
ORD-4101,2025-02-18,East,Groceries,Coffee,Consumer,Standard,5,0.0,28.9,7.07
ORD-4102,2025-02-18,North,Groceries,Spices,Corporate,Standard,6,0.05,55.33,6.99
ORD-4103,2025-02-18,Central,Electronics,Smartphone,Corporate,Standard,6,0.0,3648.72,534.77
ORD-4104,2025-02-18,South,Electronics,Headphones,Small Business,Standard,7,0.1,857.38,45.21
ORD-4105,2025-02-18,Central,Furniture,Dining Table,Consumer,Standard,1,0.0,79.06,10.06
ORD-4106,2025-02-18,East,Groceries,Spices,Consumer,Express,1,0.2,19.3,1.04
ORD-4107,2025-02-18,South,Electronics,Laptop,Consumer,Standard,1,0.0,856.88,135.0
ORD-4108,2025-02-18,North,Furniture,Sofa,Consumer,Express,7,0.2,1721.6,74.56
ORD-4109,2025-02-19,North,Electronics,Smartwatch,Corporate,Express,1,0.05,328.89,46.3
ORD-4110,2025-02-19,North,Clothing,T-Shirt,Small Business,Standard,6,0.15,332.99,63.54
ORD-4111,2025-02-19,South,Stationery,Marker Pack,Small Business,Standard,5,0.05,27.12,6.54
ORD-4112,2025-02-19,North,Groceries,Spices,Consumer,Standard,2,0.0,24.35,3.71
ORD-4113,2025-02-19,South,Stationery,Notebook,Corporate,Express,7,0.0,359.37,92.89
ORD-4114,2025-02-19,Central,Electronics,Laptop,Consumer,Express,5,0.0,2684.4,266.36
ORD-4115,2025-02-19,Central,Electronics,Tablet,Consumer,Express,7,0.05,4318.75,472.4
ORD-4116,2025-02-19,South,Clothing,Cap,Consumer,Standard,1,0.0,24.43,5.55
ORD-4117,2025-02-19,North,Stationery,Pen Set,Small Business,Standard,2,0.0,76.74,30.5
ORD-4118,2025-02-19,South,Clothing,T-Shirt,Corporate,Standard,2,0.05,36.21,11.96
ORD-4119,2025-02-19,North,Furniture,Sofa,Corporate,Standard,6,0.1,1661.98,131.01
ORD-4120,2025-02-20,North,Stationery,Notebook,Corporate,Same Day,2,0.05,109.84,35.21
ORD-4121,2025-02-20,North,Groceries,Snack Pack,Consumer,Standard,7,0.05,262.51,37.06
ORD-4122,2025-02-20,South,Stationery,Pen Set,Corporate,Standard,1,0.0,47.86,17.56
ORD-4123,2025-02-20,East,Clothing,Jeans,Corporate,Standard,4,0.0,181.55,62.95
ORD-4124,2025-02-20,South,Furniture,Desk,Consumer,Same Day,2,0.0,948.65,142.3
ORD-4125,2025-02-20,West,Electronics,Smartphone,Consumer,Standard,6,0.1,3183.64,436.89
ORD-4126,2025-02-20,South,Clothing,Cap,Consumer,Standard,4,0.0,67.15,13.12
ORD-4127,2025-02-20,East,Groceries,Coffee,Corporate,Standard,4,0.05,146.72,30.31
ORD-4128,2025-02-20,West,Groceries,Juice,Corporate,Standard,5,0.0,63.98,11.8
ORD-4129,2025-02-20,North,Electronics,Smartphone,Consumer,Express,2,0.0,420.62,39.15
ORD-4130,2025-02-20,East,Electronics,Smartwatch,Small Business,Standard,5,0.05,2013.06,202.8
ORD-4131,2025-02-20,Central,Groceries,Spices,Consumer,Standard,3,0.0,34.15,7.04
ORD-4132,2025-02-21,North,Electronics,Tablet,Corporate,Same Day,4,0.05,435.03,79.94
ORD-4133,2025-02-21,South,Groceries,Spices,Small Business,Standard,5,0.2,17.87,2.2
ORD-4134,2025-02-21,North,Clothing,Jeans,Consumer,Standard,1,0.0,18.53,4.67
ORD-4135,2025-02-21,East,Groceries,Spices,Corporate,Express,1,0.05,4.09,0.44
ORD-4136,2025-02-21,South,Furniture,Bookshelf,Corporate,Standard,3,0.0,1257.32,207.05
ORD-4137,2025-02-21,South,Electronics,Smartphone,Small Business,Standard,5,0.15,3660.63,381.72
ORD-4138,2025-02-21,North,Clothing,Jacket,Corporate,Same Day,5,0.05,285.39,89.08
ORD-4139,2025-02-21,West,Electronics,Smartwatch,Small Business,Express,5,0.0,1553.45,204.07
ORD-4140,2025-02-21,East,Stationery,Pen Set,Corporate,Standard,6,0.05,179.38,48.81
ORD-4141,2025-02-21,North,Groceries,Snack Pack,Small Business,Standard,2,0.05,68.39,9.36
ORD-4142,2025-02-21,East,Clothing,Jeans,Consumer,Standard,4,0.0,241.04,37.58
ORD-4143,2025-02-21,South,Stationery,Desk Organizer,Consumer,Standard,2,0.05,53.1,17.74
ORD-4144,2025-02-21,Central,Clothing,Jeans,Corporate,Express,4,0.1,268.79,33.57
ORD-4145,2025-02-22,East,Electronics,Smartphone,Consumer,Same Day,1,0.05,559.16,45.45
ORD-4146,2025-02-22,South,Furniture,Desk,Corporate,Same Day,2,0.05,749.9,42.69
ORD-4147,2025-02-22,South,Furniture,Desk,Consumer,Express,5,0.0,1262.56,187.91
ORD-4148,2025-02-22,North,Furniture,Sofa,Consumer,Standard,2,0.05,426.76,16.7
ORD-4149,2025-02-22,North,Electronics,Smartphone,Corporate,Express,6,0.0,3198.88,373.58
ORD-4150,2025-02-22,Central,Furniture,Sofa,Small Business,Express,5,0.15,509.28,34.45
ORD-4151,2025-02-22,South,Clothing,Sneakers,Consumer,Express,4,0.0,216.52,36.74
ORD-4152,2025-02-22,North,Clothing,Sneakers,Corporate,Same Day,7,0.05,530.04,110.66
ORD-4153,2025-02-22,Central,Clothing,Jacket,Small Business,Express,2,0.0,86.82,23.45
ORD-4154,2025-02-23,West,Clothing,Cap,Corporate,Standard,5,0.05,363.22,86.63
ORD-4155,2025-02-23,East,Groceries,Cereal,Corporate,Express,6,0.0,202.91,45.28
ORD-4156,2025-02-23,Central,Electronics,Smartphone,Consumer,Standard,3,0.0,241.62,21.8
ORD-4157,2025-02-23,South,Groceries,Coffee,Consumer,Standard,4,0.1,26.22,4.35
ORD-4158,2025-02-23,West,Furniture,Office Chair,Consumer,Same Day,7,0.05,1061.48,71.47
ORD-4159,2025-02-23,Central,Stationery,Notebook,Consumer,Express,1,0.05,48.27,12.92
ORD-4160,2025-02-23,East,Furniture,Office Chair,Corporate,Express,6,0.2,2082.03,148.86
